alf,﻿alf
sylphs,sylph s
sylvie,sylvie
symonds,symonds
symposia,symposia
symposiums,symposium s
syncopated,syncopate ed
syncopates,syncopate s
syncopating,syncopate ing
syndic,syndic
syndics,syndic s
syndromes,syndrome s
synod,synod
synods,synod s
synopses,synopses
synoptic,synoptic
syphilitic,syphilitic
syringa,syringa
syringas,syringa s
syringed,syringe ed
syringes,syringe s
syringing,syringe ing
syrups,syrup s
ta,ta
tabbies,tabby s
tableaux,tableau 
tabled,table ed
tabling,table ing
tabooed,taboo ed
tabooing,taboo ing
tabor,tabor
tabors,tabor s
tabula,tabula
tackled,tackle ed
tackling,tackle ing
tacks,tack s
taffeta,taffeta
tailed,tail ed
tailing,tail ing
tailoring,tailor ing
tailors,tailor s
tainting,taint ing
taints,taint s
takin,takin
talismans,talisman s
tallied,tally ed
tallying,tally ing
talus,talus
tamales,tamale s
tamarind,tamarind
tamarinds,tamarind s
tambour,tambour
tambourines,tambourine s
tambours,tambour s
tamed,tame ed
tames,tame s
tamil,tamil
tamils,tamil s
sublimated,sublimate ed
sublimates,sublimate s
sublimating,sublimate ing
suborn,suborn
suborned,suborn ed
suborning,suborn ing
suborns,suborn s
subsides,subside s
subsiding,subside ing
successions,succession s
succour,succor
succoured,succor ed
succouring,succor ing
succours,succor s
succubus,succubus
succubuses,succubus s
succumbs,succumb s
suckled,suckle ed
suckles,suckle s
sucklings,suckle s
sucks,suck s
suet,suet
suey,suey
sufficed,suffice ed
suffices,suffice s
sufficing,suffice ing
suffocates,suffocate s
suffragan,suffragan
suffragans,suffragan s
suffrages,suffrage s
sugaring,sugar ing
sugars,sugar s
suiting,suit ing
sullied,sully ed
sullies,sully s
sullivan,sullivan
sultana,sultana
sultanas,sultana s
sumatra,sumatra
summat,summat
summered,summer ed
summering,summer ing
summitry,summitry
summits,summit s
summoning,summon ing
summonsed,summons ed
summonses,summons s
summonsing,summons ing
sumner,sumner
sump,sump
sumps,sump s
sumptuary,sumptuary
sumter,sumter
sundaes,sundae s
sundered,sunder ed
sundering,sunder ing
sunders,sunder s
sundries,sundry
sunned,sun ed
superable,superable
supped,sup ed
supers,super s
supersedes,supersede s
superseding,supersede ing
supping,sup ing
supplants,supplant s
suppurate,suppurate
suppurated,suppurate ed
suppurates,suppurate s
suppurating,suppurate ing
supra,supra
sups,sup s
sur,sur
surcease,surcease
surd,surd
surds,surd s
surfacing,surface ing
surfed,surf ed
surfeit,surfeit
surfeited,surfeit ed
surfeiting,surfeit ing
surfeits,surfeit s
surfing,surf ing
surfs,surf s
surges,surge s
surmising,surmise ing
surpasses,surpass s
surpassing,surpass ing
surplice,surplice
surpliced,surplice
surplices,surplice s
surrenders,surrender s
surrey,surrey
stinks,stink s
stinted,stint ed
stinting,stint ing
stints,stint s
stipends,stipend s
stipple,stipple
stippled,stipple ed
stipples,stipple s
stippling,stipple ing
stirling,stirling
stirrups,stirrup s
stitching,stitch ing
stoat,stoat
stoats,stoat s
stockaded,stockade ed
stockades,stockade s
stockading,stockade ing
stocked,stock ed
stodge,stodge
stokes,stoke s
stoking,stoke ing
stoles,stole s
stomached,stomach ed
stomaching,stomach ing
stomps,stomp s
stoning,stone ing
stooged,stooge ed
stooging,stooge ing
stools,stool s
stoops,stoop s
stoppings,stop s
storey,storey
storeys,storey s
storks,stork s
stoup,stoup
stoups,stoup s
stowe,stowe
stowe's,stowe 's
stowing,stow ing
stows,stow s
straddles,straddle s
strafe,strafe
strafed,strafe ed
strafes,strafe s
strafing,strafe ing
straggles,straggle s
straights,straight s
strang,strang
strangles,strangle s
strangling,strangle ing
strangulated,strangulate ed
strangulates,strangulate s
strangulating,strangulate ing
strasbourg,strasbourg
stratagems,stratagem s
stratford,stratford
stratton,stratton
strauss,strauss
stravinsky,stravinsky
strawed,straw ed
strawing,straw ing
straying,stray ing
streaking,streak ing
streptomycin,streptomycin
strewed,strew ed
strewing,strew ing
strews,strew s
strewth,strewth
striated,striate ed
striates,striate s
striating,striate ing
strickland,strickland
stripping,strip ing
striven,strive 
strolls,stroll s
strontium,strontium
strop,strop
strophe,strophe
strophes,strophe s
strops,strop s
strudels,strudel s
strummed,strum ed
strumpets,strumpet s
strums,strum s
struts,strut s
stubbing,stub ing
stubbs,stubbs
stuccoed,stucco ed
stuccoes,stucco s
stuccoing,stucco ing
stuccos,stucco s
studding,stud ing
studebaker,studebaker
stuffs,stuff s
stultified,stultify ed
stultifies,stultify s
stultify,stultify
stultifying,stultify ing
stuns,stun s
stunted,stunt ed
stunting,stunt ing
stupids,stupid s
stupors,stupor s
sturgeons,sturgeon s
stuttered,stutter ed
stuttering,stutter ing
stutters,stutter s
stuttgart,stuttgart
stygian,stygian
stymies,stymie s
suasion,suasion
subbed,sub ed
spume,spume
spurning,spurn ing
spurted,spurt ed
spurting,spurt ing
spurts,spurt s
sputtering,sputter ing
sputters,sputter s
sputum,sputum
squabbled,squabble ed
squabs,squab s
squalled,squall ed
squalling,squall ing
squandering,squander ing
squanders,squander s
squaring,square ing
squashes,squash s
squawked,squawk ed
squawking,squawk ing
squawks,squawk s
squaws,squaw s
squeaks,squeak s
squeegeed,squeegee ed
squeegeeing,squeegee ing
squeegees,squeegee s
squeezes,squeeze s
squelches,squelch s
squelching,squelch ing
squib,squib
squibb,squib
squibs,squib s
squids,squid s
squiggles,squiggle s
squints,squint s
squire's,squire 's
squired,squire ed
squiring,squire ing
squirming,squirm ing
squirrels,squirrel s
squirts,squirt s
sri,sri
stabbing,stab ing
stabling,stable ing
stadia,stadia
stadiums,stadium s
staffordshire,staffordshire
staggers,stagger s
stagings,stag s
staking,stake ing
stalactites,stalactite s
stalagmites,stalagmite s
stalins,stalin s
stalks,stalk s
stallions,stallion s
stalwarts,stalwart s
stammers,stammer s
stampedes,stampede s
stampeding,stampede ing
stanched,stanch ed
stanches,stanch s
stanching,stanch ing
stanchion,stanchion
stanchions,stanchion s
stanhope,stanhope
stanton,stanton
stanzas,stanza s
stapled,staple ed
starches,starch s
starching,starch ing
starkey,starkey
starr,star
startles,startle s
starves,starve s
stashes,stash s
stashing,stash ing
staten,staten
stator,stator
statuses,status s
staunched,staunch ed
staunches,staunch s
staunching,staunch ing
staunton,staunton
staves,stave s
steadies,steady s
steadying,steady ing
steams,steam s
stearns,stearns
steeds,steed s
steele,steele
steele's,steele 's
steeling,steel ing
steeping,steep ing
steeps,steep s
steeves,steeve
steinberg,steinberg
steiner,steiner
steins,stein s
stemming,stem ing
stenches,stench s
stencilled,stencil ed
stencilling,stencil ing
stencils,stencil s
stentorian,stentorian
steph,steph
stephanotis,stephanotis
stephenson,stephenson
stereos,stereo s
sternums,sternum s
stertorous,stertorous
steuben,steuben
stevedore,stevedore
stevedores,stevedore s
stevens,stevens
stevie,stevie
stewarded,steward
stewarding,steward
stewart,stewart
stewart's,stewart 's
stewing,stew ing
stickle,stickle
stickled,stickle ed
stickles,stickle s
stickling,stickle ing
sties,sty s
stifles,stifle s
stigmas,stigma s
stile,stile
stilettos,stiletto s
stilled,still ed
stilling,still ing
stilton,stilton
southfield,southfield
southland,southland
sowed,sow ed
sows,sow s
sox,sox
soya,soya
sozzled,sozzle
spaded,spade ed
spading,spade ing
spangles,spangle s
spangling,spangle ing
spaniels,spaniel s
spanked,spank ed
spanking,spank ing
spankings,spank s
spanks,spank s
spanners,spanner s
sparking,spark ing
sparred,spar ed
sparrows,sparrow s
spars,spar s
spas,spa s
spastics,spastic s
spatchcock,spatchcock
spatchcocked,spatchcock ed
spatchcocking,spatchcock ing
spatchcocks,spatchcock s
spate,spate
spattering,spatter ing
spatters,spatter s
spatulas,spatula s
spavin,spavin
spawned,spawn ed
spawning,spawn ing
spawns,spawn s
spayed,spay ed
spaying,spay ing
spays,spay s
spearing,spear ing
spears,spear s
specials,special s
specie,specie
specious,specious
specked,speck ed
specs,spec s
spector,spector
spectre,spectr
spectres,spectr s
speedwell,speedwell
speedwells,speedwell s
spellings,spell s
spelman,spelman
spelt,spell 
spencer,spencer
spencer's,spencer 's
spermatozoon,spermatozoon
sperms,sperm s
spewed,spew ed
spewings,spew s
spews,spew s
sphagnum,sphagnum
sphagnums,sphagnum s
sphincters,sphincter s
sphinxes,sphinx s
spic,spic
spicing,spice ing
spiders,spider s
spied,spy ed
spieled,spiel ed
spieling,spiel ing
spiels,spiel s
spikenard,spikenard
spiking,spike ing
spindles,spindle s
spines,spin s
spinnakers,spinnaker s
spinney,spinney
spinneys,spinney s
spins,spin s
spinsters,spinster s
spiralled,spiral ed
spiralling,spiral ing
spirals,spiral s
spiriting,spirit ing
spivs,spiv s
spited,spit ed
spites,spit s
spiting,spit ing
spits,spit s
spiv,spiv
splattering,splatter ing
splatters,splatter s
splaying,splay ing
splays,splay s
spleens,spleen s
splendour,splendor
splenetic,splenetic
splices,splice s
splints,splint s
splodge,splodge
splodged,splodge
splodges,splodge s
splodging,splodge
splotching,splotch ing
splurged,splurge ed
splurges,splurge s
spluttered,splutter ed
spluttering,splutter ing
splutters,splutter s
spoofed,spoof ed
spoofing,spoof ing
spoofs,spoof s
spooked,spook ed
spooking,spook ing
spooks,spook s
spools,spool s
spooning,spoon ing
spoons,spoon s
spoor,spoor
spoors,spoor s
sporran,sporran
sporrans,sporran s
sported,sport ed
spouts,spout s
spraining,sprain ing
sprat,sprat
sprats,sprat s
sprawls,sprawl s
sprees,spree s
sprightly,sprightly
sprigs,sprig s
sprinkles,sprinkle s
sprinklings,sprinkle s
sprinting,sprint ing
sprints,sprint s
sprit,sprit
sprites,sprite s
sprits,sprit s
sprockets,sprocket s
sprouts,sprout s
spruces,spruce s
sprucing,spruce ing
sprue,sprue
spuds,spud s
sneezes,sneeze s
snelling,snelling
snicked,snick ed
snickering,snicker ing
snickers,snicker s
snicking,snick ing
snicks,snick s
sniffled,sniffle ed
sniffles,sniffle s
sniffling,sniffle ing
sniffs,sniff s
snigger,snigger
sniggered,snigger ed
sniggering,snigger ing
sniggers,snigger s
sniped,snip ed
snipes,snip s
snipped,snip ed
snipping,snip ing
snippings,snip ing s
snitched,snitch ed
snitches,snitch s
snitching,snitch ing
snivelled,snivel ed
snivels,snivel s
snog,snog
snogged,snog ed
snogging,snog ing
snogs,snog s
snooker,snooker
snookered,snooker ed
snookering,snooker ing
snookers,snooker s
snooped,snoop ed
snoops,snoop s
snoot,snoot
snoots,snoot s
snoozed,snooze ed
snoozes,snooze s
snoozing,snooze ing
snored,snore ed
snores,snore s
snorkels,snorkel s
snorting,snort ing
snorts,snort s
snouts,snout s
snubs,snub s
snuck,snuck
snuffing,snuff ing
snuffled,snuffle ed
snuffles,snuffle s
snuffling,snuffle ing
snuffs,snuff s
snuggles,snuggle s
snuggling,snuggle ing
snyder,snyder
snyder's,snyder 's
soaks,soak s
soaped,soap ed
soaping,soap ing
soars,soar s
sobers,sober s
sobriquets,sobriquet s
societe,societe
socking,sock ing
sodas,soda s
sodding,sod ing
sods,sod s
soignee,soignee
soiling,soil ing
sol,sol
solaces,solace s
solacing,solace ing
solders,solder s
soldiered,soldier ed
solecism,solecism
solecisms,solecism s
soled,sole ed
soling,sole ing
solipsist,solipsist
solipsists,solipsist
soloed,solo ed
soloing,solo ing
sols,sol s
solstices,solstice s
somali,somali
somalis,somali s
sombre,sombre
sombreros,sombrero s
somers,somers
somersaulted,somersault ed
somerville,somerville
sommelier,sommelier
sonorities,sonority s
sonority,sonority
sonorous,sonorous
sooted,soot ed
soothes,soothe s
sooting,soot ing
sophias,sophia
soporific,soporific
sorbets,sorbet s
sorrel,sorrel
sorrowed,sorrow ed
sorrowing,sorrow ing
sorties,sortie s
sot,sot
sots,sot s
sou,sou
souffles,souffle s
sough,sough
soughed,sough ed
soughing,sough ing
soughs,sough s
soundings,sound s
soupcon,soupcon
soured,sour ed
souring,sour ing
sousa,sousa
souse,souse
soused,souse ed
souses,souse s
sousing,souse ing
soutane,soutane
soutanes,soutane s
skinning,skin ing
skint,skint
skippered,skipper ed
skippering,skipper ing
skirl,skirl
skittered,skitter ed
skittering,skitter ing
skitters,skitter s
skittle,skittle
skittles,skittle s
skive,skive
skived,skive ed
skives,skive s
skiving,skive ing
skivvied,skivvy
skivvies,skivvy s
skivvy,skivvy
skivvying,skivvy
skua,skua
skuas,skua s
skulked,skulk ed
skulking,skulk ing
skulks,skulk s
skunked,skunk ed
skunking,skunk ing
skye,skye
skying,sky ing
slabs,slab s
slacked,slack ed
slags,slag s
slakes,slake s
slaking,slake ing
slaloms,slalom s
slams,slam s
slandered,slander ed
slandering,slander ing
slanged,slang ed
slanging,slang ing
slangs,slang s
slates,slat s
slating,slat ing
slatings,slat s
slattern,slattern
slatterns,slattern s
slaughters,slaughter s
slaved,slave ed
slavering,slaver ing
slavers,slaver s
slaving,slave ing
slavonia,slavonia
slavonic,slavonic
slays,slay s
sledded,sled
sledged,sledge ed
sledges,sledge s
sledging,sledge ing
sleds,sled s
sleeking,sleek ing
sleeted,sleet ed
sleeting,sleet ing
sleets,sleet s
sleighed,sleigh ed
sleighing,sleigh ing
sleighs,sleigh s
sleuths,sleuth s
slewed,slew ed
slewing,slew ing
slews,slew s
slicing,slice ing
slicks,slick s
slighted,slight ed
slighting,slight ing
slimmed,slim
slimming,slim
slims,slim s
slinking,slink ing
slinks,slink s
slithered,slither ed
slithering,slither ing
slithers,slither s
slitting,slit ing
slivered,sliver ed
slivering,sliver ing
slivers,sliver s
slivovitz,slivovitz
sloane,sloane
slobbered,slobber ed
slobbering,slobber ing
slobbers,slobber s
slobs,slob s
sloes,sloe s
slog,slog
slogged,slog ed
slogging,slog ing
slogs,slog s
sloops,sloop s
sloped,slop ed
slops,slop s
sloshes,slosh s
sloshing,slosh ing
sloths,sloth s
slotting,slot ing
slouched,slouch ed
slouching,slouch ing
sloughs,slough s
slovens,sloven s
slows,slow s
sluggards,sluggard s
slumbering,slumber ing
slumbers,slumber s
slummed,slum ed
slumping,slump ing
slumps,slump s
slunk,slunk
slurping,slurp ing
slurps,slurp s
slurred,slur ed
slurries,slurry s
slurring,slur ing
slurry,slurry
slurs,slur s
sluts,slut s
smacking,smack ing
smackings,smack s
smalls,small s
smallwood,smallwood
smarting,smart ing
smarts,smart s
smashes,smash s
smattering,smatter ing
smearing,smear ing
smears,smear s
smelted,smelt ed
smelting,smelt ing
smirched,smirch ed
smirches,smirch s
smirching,smirch ing
smirking,smirk ing
smirks,smirk s
smites,smite s
smithfield,smithfield
smiths,smith s
smiting,smite ing
smocks,smock s
smogs,smog s
smooched,smooch ed
smooches,smooch s
smooths,smooth s
smothers,smother s
smouldered,smoulder ed
smouldering,smoulder ing
smoulders,smoulder s
smudges,smudge s
smudging,smudge ing
smuggles,smuggle s
smuts,smut s
smutted,smut ed
smythe,smythe
snacked,snack ed
snacking,snack ing
snaffle,snaffle
snaffled,snaffle ed
snaffles,snaffle s
snaffling,snaffle ing
snagged,snag ed
snagging,snag ing
snaking,snake ing
snaps,snap s
snares,snare s
snaring,snare ing
snarls,snarl s
shreveport,shreveport
shrews,shrew s
shrieks,shriek s
shrift,shrift
shrike,shrike
shrikes,shrike s
shrimped,shrimp ed
shrimping,shrimp ing
shrimps,shrimp s
shrined,shrine ed
shrining,shrine ing
shrive,shrive
shrived,shrive ed
shrivelled,shrivel ed
shrivelling,shrivel ing
shrivels,shrivel s
shrives,shrive s
shriving,shrive ing
shrouding,shroud ing
shrouds,shroud s
shrove,shrove
shrugging,shrug ing
shrunk,shrunk
shucked,shuck ed
shudders,shudder s
shuffles,shuffle s
shunting,shunt ing
shushes,shush s
shute,shute
shuttles,shuttle s
shying,shy ing
si,si
sib,sib
sibley,sibley
siblings,sibling s
sibs,sib s
sibyl,sibyl
sickles,sickle s
sid,sid
sidings,side s
sidles,sidle s
sidling,sidle ing
sieges,siege s
siestas,siesta s
sieved,sieve ed
sieves,sieve s
sieving,sieve ing
sifts,sift s
sightings,sight s
signet,signet
signets,signet s
signors,signor s
sikhs,sikh s
silas,silas
silesia,silesia
silhouetting,silhouette ing
silks,silk s
sillabub,sillabub
sillabubs,sillabub s
sillies,silly s
sills,sill s
silvered,silver ed
silvering,silver ing
silvio,silvio
simians,simian s
similes,simile s
simmering,simmer ing
simmers,simmer s
simms,simms
simoon,simoon
simoons,simoon s
simper,simper
simpered,simper ed
simpering,simper ing
simpers,simper s
simpletons,simpleton s
sims,sims
sinai,sinai
sinecure,sinecure
sinecures,sinecure s
sines,sin s
sing's,sing 's
singeing,singe ing
singes,sing s
singletons,singleton s
singling,single ing
sinhalese,sinhalese
sinks,sink s
siphoning,siphon ing
siphons,siphon s
sips,sip s
sires,sire s
siring,sire ing
sirocco,sirocco
siroccos,sirocco s
sisal,sisal
sited,sit ed
siting,sit ing
situ,situ
situates,situate s
situating,situate ing
siva,siva
sixes,six s
sizing,size ing
sizzles,sizzle s
skated,skate ed
skedaddled,skedaddle ed
skedaddles,skedaddle s
skedaddling,skedaddle ing
skeins,skein s
skewbald,skewbald
skewbalds,skewbald
skewered,skewer ed
skewering,skewer ing
skewers,skewer s
skied,ski ed
skiff,skiff
skiffle,skiffle
skiffs,skiff s
skillets,skillet s
skimped,skimp ed
skimping,skimp ing
skimps,skimp s
skims,skim s
